idplot,station_field_number,fk_environments,fk_chem_comp,fk_sampling_history,fk_land_user_history,fk_carbon,land_ower,name,county,state,country,continent,conservation_unit_class,conservation_unit_name,previous_land_use,lat,log,relief,topography,soil_order,soil_suborder,bioma,vegetation_physignomia,vegetation_age,land_use,dem,hand
252,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
253,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
254,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
255,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
256,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
257,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
258,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
259,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
260,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
261,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
262,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
263,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
264,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
265,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
266,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
267,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
268,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
269,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
270,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
271,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
272,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
273,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
274,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
275,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
276,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
277,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
278,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
279,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
280,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
281,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
282,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
283,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
284,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
285,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
286,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
287,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
288,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
289,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
290,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
291,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
292,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
293,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
294,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
295,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
296,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
297,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
298,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
299,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
300,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
301,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
302,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
303,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
304,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
305,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
306,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
307,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
308,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
309,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
310,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
311,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
312,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
313,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
314,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO,FLAMENGO
